#,Date,Board,North,South,East,West,**South** Result,**South** Score, IMPs  or MPs,Par Result, **South**  Par Score,Vs. Par,DD Bidding,DD Play,
1,2024.09.06,1,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,4H NS,420,0,00,-,
2,2024.09.06,2,EPBot1,EPBot3,EPBot2,EPBot4,7S N =,2210,0.00%,7N NS,2220,0,05,-,
3,2024.09.06,3,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,980,0.00%,6N S,990,0,05,-,
4,2024.09.06,4,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
5,2024.09.06,5,EPBot1,EPBot3,EPBot2,EPBot4,4S N +3,710,0.00%,7N NS,2220,-17,04,-,
6,2024.09.06,6,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,4H NS+1,450,0,00,-,
7,2024.09.06,7,EPBot1,EPBot3,EPBot2,EPBot4,3S N =,140,0.00%,3S NS,140,0,00,-,
8,2024.09.06,8,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,4SX EW-2,300,3,19,-,
9,2024.09.06,9,EPBot1,EPBot3,EPBot2,EPBot4,5S N +1,480,0.00%,6N NS,990,-11,03,-,
10,2024.09.06,10,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,4SX EW-2,500,3,19,-,
11,2024.09.06,11,EPBot1,EPBot3,EPBot2,EPBot4,4H N +2,480,0.00%,6H NS,980,-11,03,-,
12,2024.09.06,12,EPBot1,EPBot3,EPBot2,EPBot4,5H N =,650,0.00%,4H NS+1,650,0,00,-,
13,2024.09.06,13,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,1430,0.00%,6N NS,1440,0,05,-,
14,2024.09.06,14,EPBot1,EPBot3,EPBot2,EPBot4,3H N -1,-50,0.00%,3S E,-140,3,12,-,
15,2024.09.06,15,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,4H NS,620,0,00,-,
16,2024.09.06,16,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,00,-,
17,2024.09.06,17,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,4H NS,420,0,00,-,
18,2024.09.06,18,EPBot1,EPBot3,EPBot2,EPBot4,5HX S -2,-500,0.00%,4S EW,-420,-2,07,-,
19,2024.09.06,19,EPBot1,EPBot3,EPBot2,EPBot4,3H N +1,170,0.00%,4H NS,420,-6,02,-,
20,2024.09.06,20,EPBot1,EPBot3,EPBot2,EPBot4,6H N =,1430,0.00%,6N NS,1440,0,05,-,
21,2024.09.06,21,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4S NS+1,650,-1,05,-,
22,2024.09.06,22,EPBot1,EPBot3,EPBot2,EPBot4,5C E +1,-620,0.00%,7HX NS-5,-1100,10,14,-,
23,2024.09.06,23,EPBot1,EPBot3,EPBot2,EPBot4,3S S -1,-100,0.00%,2N EW,-120,1,21,-,
24,2024.09.06,24,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,3N N+2,460,0,05,-,
25,2024.09.06,25,EPBot1,EPBot3,EPBot2,EPBot4,4S N +1,450,0.00%,4S NS+1,450,0,00,-,
26,2024.09.06,26,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
27,2024.09.06,27,EPBot1,EPBot3,EPBot2,EPBot4,3S N =,140,0.00%,5SX NS-2,-300,10,13,-,
28,2024.09.06,28,EPBot1,EPBot3,EPBot2,EPBot4,3S N -1,-100,0.00%,3C EW+1,-130,1,21,-,
29,2024.09.06,29,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,3N NS,600,-12,06,-,
30,2024.09.06,30,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,4H NS,420,0,00,-,
31,2024.09.06,31,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,3N NS+2,660,0,05,-,
32,2024.09.06,32,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,4H NS+1,450,0,00,-,
33,2024.09.06,33,EPBot1,EPBot3,EPBot2,EPBot4,6S N +1,1010,0.00%,7N NS,1520,-11,04,-,
34,2024.09.06,34,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,3N NS+2,660,0,05,-,
35,2024.09.06,35,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-50,0.00%,3N NS,400,-10,06,-,
36,2024.09.06,36,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,4S NS+1,650,0,00,-,
37,2024.09.06,37,EPBot1,EPBot3,EPBot2,EPBot4,5H S =,650,0.00%,4H NS+1,650,0,00,-,
38,2024.09.06,38,EPBot1,EPBot3,EPBot2,EPBot4,5H N +1,480,0.00%,6N NS,990,-11,03,-,
39,2024.09.06,39,EPBot1,EPBot3,EPBot2,EPBot4,3S N -1,-100,0.00%,3H E,-140,1,21,-,
40,2024.09.06,40,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,3N NS+1,430,0,05,-,
41,2024.09.06,41,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,420,0.00%,4S NS,420,0,00,-,
42,2024.09.06,42,EPBot1,EPBot3,EPBot2,EPBot4,5S N =,650,0.00%,4S NS+1,650,0,00,-,
43,2024.09.06,43,EPBot1,EPBot3,EPBot2,EPBot4,4S S -2,-100,0.00%,3SX NS-1,-100,0,21,-,
44,2024.09.06,44,EPBot1,EPBot3,EPBot2,EPBot4,6H N -2,-200,0.00%,4H NS,620,-13,06,-,
45,2024.09.06,45,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
46,2024.09.06,46,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,4H NS,420,0,00,-,
47,2024.09.06,47,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,4S NS+1,650,0,00,-,
48,2024.09.06,48,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,00,-,
49,2024.09.06,49,EPBot1,EPBot3,EPBot2,EPBot4,3S S =,140,0.00%,4DX EW-1,100,1,19,-,
50,2024.09.06,50,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,620,0.00%,4S NS,620,0,00,-,
51,2024.09.06,51,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,420,0.00%,4S NS,420,0,00,-,
52,2024.09.06,52,EPBot1,EPBot3,EPBot2,EPBot4,4H N +2,680,0.00%,6H NS,1430,-13,03,-,
53,2024.09.06,53,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,5CX EW-1,100,11,19,-,
54,2024.09.06,54,EPBot1,EPBot3,EPBot2,EPBot4,5H N -1,-50,0.00%,3N N+1,430,-10,06,-,
55,2024.09.06,55,EPBot1,EPBot3,EPBot2,EPBot4,4S S +3,710,0.00%,7S NS,2210,-17,04,-,
56,2024.09.06,56,EPBot1,EPBot3,EPBot2,EPBot4,3H N +1,170,0.00%,4H NS,420,-6,02,-,
57,2024.09.06,57,EPBot1,EPBot3,EPBot2,EPBot4,5S N =,450,0.00%,4S NS+1,450,0,00,-,
58,2024.09.06,58,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,4H NS+1,650,0,00,-,
59,2024.09.06,59,EPBot1,EPBot3,EPBot2,EPBot4,4S E -1,50,0.00%,3NX NS-1,-100,4,17,-,
60,2024.09.06,60,EPBot1,EPBot3,EPBot2,EPBot4,3H S +1,170,0.00%,4SX EW-2,300,-4,02,-,
61,2024.09.06,61,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,680,0.00%,6N NS,1440,-13,03,-,
62,2024.09.06,62,EPBot1,EPBot3,EPBot2,EPBot4,3S N -1,-50,0.00%,4C EW,-130,2,12,-,
63,2024.09.06,63,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,620,0.00%,4S NS,620,0,00,-,
64,2024.09.06,64,EPBot1,EPBot3,EPBot2,EPBot4,3S N -1,-50,0.00%,2S NS,110,-4,06,-,
65,2024.09.06,65,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,420,0.00%,4S NS,420,0,00,-,
66,2024.09.06,66,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,680,0.00%,6SX EW-6,1400,-12,03,-,
67,2024.09.06,67,EPBot1,EPBot3,EPBot2,EPBot4,6S N =,980,0.00%,6N S,990,0,05,-,
68,2024.09.06,68,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
69,2024.09.06,69,EPBot1,EPBot3,EPBot2,EPBot4,4H N +2,680,0.00%,7CX EW-5,1100,-9,03,-,
70,2024.09.06,70,EPBot1,EPBot3,EPBot2,EPBot4,3H N -1,-50,0.00%,3S EW,-140,3,12,-,
71,2024.09.06,71,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,4H NS,620,0,00,-,
72,2024.09.06,72,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,4H NS+1,450,0,00,-,
73,2024.09.06,73,EPBot1,EPBot3,EPBot2,EPBot4,4HX S +1,690,0.00%,4H NS+1,450,6,22,-,
74,2024.09.06,74,EPBot1,EPBot3,EPBot2,EPBot4,2S S +1,140,0.00%,1H NS+2,140,0,00,-,
75,2024.09.06,75,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,4H NS+1,450,0,00,-,
76,2024.09.06,76,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4SX EW-2,300,8,19,-,
77,2024.09.06,77,EPBot1,EPBot3,EPBot2,EPBot4,2H S +2,170,0.00%,4H NS,620,-10,02,-,
78,2024.09.06,78,EPBot1,EPBot3,EPBot2,EPBot4,3H N -1,-50,0.00%,3HX NS-1,-100,2,21,-,
79,2024.09.06,79,EPBot1,EPBot3,EPBot2,EPBot4,2S S =,110,0.00%,3H EW,-140,6,12,-,
80,2024.09.06,80,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,420,0.00%,4S NS,420,0,00,-,
81,2024.09.06,81,EPBot1,EPBot3,EPBot2,EPBot4,3H W +1,-170,0.00%,4SX NS-1,-100,-2,01,-,
82,2024.09.06,82,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,5DX EW-3,500,3,19,-,
83,2024.09.06,83,EPBot1,EPBot3,EPBot2,EPBot4,2H S -1,-50,0.00%,2S EW,-110,2,12,-,
84,2024.09.06,84,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,4H NS+1,650,0,00,-,
85,2024.09.06,85,EPBot1,EPBot3,EPBot2,EPBot4,3H S =,140,0.00%,4S EW+1,-450,11,13,-,
86,2024.09.06,86,EPBot1,EPBot3,EPBot2,EPBot4,3S E +2,-200,0.00%,4S EW+1,-650,10,13,-,
87,2024.09.06,87,EPBot1,EPBot3,EPBot2,EPBot4,4S N +3,710,0.00%,7N NS,2220,-17,04,-,
88,2024.09.06,88,EPBot1,EPBot3,EPBot2,EPBot4,3S N +1,170,0.00%,4S NS,420,-6,02,-,
89,2024.09.06,89,EPBot1,EPBot3,EPBot2,EPBot4,4S N -1,-50,0.00%,4SX NS-1,-100,2,21,-,
90,2024.09.06,90,EPBot1,EPBot3,EPBot2,EPBot4,4S N +1,650,0.00%,4S NS+1,650,0,00,-,
91,2024.09.06,91,EPBot1,EPBot3,EPBot2,EPBot4,4C E -1,50,0.00%,3HX NS-1,-100,4,17,-,
92,2024.09.06,92,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,5DX EW-3,500,3,19,-,
93,2024.09.06,93,EPBot1,EPBot3,EPBot2,EPBot4,4S N -1,-100,0.00%,1S NS+2,140,-6,06,-,
94,2024.09.06,94,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,4SX EW-2,300,3,19,-,
95,2024.09.06,95,EPBot1,EPBot3,EPBot2,EPBot4,3H N =,140,0.00%,3S EW,-140,7,12,-,
96,2024.09.06,96,EPBot1,EPBot3,EPBot2,EPBot4,3H S -1,-50,0.00%,3HX NS-1,-100,2,21,-,
97,2024.09.06,97,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,3N NS+1,430,0,05,-,
98,2024.09.06,98,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,4H NS,620,0,00,-,
99,2024.09.06,99,EPBot1,EPBot3,EPBot2,EPBot4,5H N -1,-50,0.00%,4H NS,420,-10,06,-,
100,2024.09.06,100,EPBot1,EPBot3,EPBot2,EPBot4,3S N -1,-100,0.00%,3H EW,-140,1,21,-,
101,2024.09.06,101,EPBot1,EPBot3,EPBot2,EPBot4,3H S =,140,0.00%,3SX EW-1,100,1,19,-,
102,2024.09.06,102,EPBot1,EPBot3,EPBot2,EPBot4,4H N -1,-50,0.00%,2H NS+1,140,-5,06,-,
103,2024.09.06,103,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,620,0.00%,4S NS,620,0,00,-,
104,2024.09.06,104,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,00,-,
105,2024.09.06,105,EPBot1,EPBot3,EPBot2,EPBot4,3H N =,140,0.00%,4HX NS-1,-100,6,12,-,
106,2024.09.06,106,EPBot1,EPBot3,EPBot2,EPBot4,3S S -1,-100,0.00%,3H EW,-140,1,21,-,
107,2024.09.06,107,EPBot1,EPBot3,EPBot2,EPBot4,3S N -1,-50,0.00%,2NX EW-1,100,-4,06,-,
108,2024.09.06,108,EPBot1,EPBot3,EPBot2,EPBot4,3H S =,140,0.00%,3SX E-1,100,1,19,-,
109,2024.09.06,109,EPBot1,EPBot3,EPBot2,EPBot4,7N S =,2220,0.00%,7N NS,2220,0,00,-,
110,2024.09.06,110,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,480,0.00%,6S S,980,-11,03,-,
111,2024.09.06,111,EPBot1,EPBot3,EPBot2,EPBot4,4S E +2,-480,0.00%,6S EW,-980,11,14,-,
112,2024.09.06,112,EPBot1,EPBot3,EPBot2,EPBot4,5H N =,450,0.00%,4H NS+1,450,0,00,-,
113,2024.09.06,113,EPBot1,EPBot3,EPBot2,EPBot4,3S S =,140,0.00%,4CX E-1,100,1,19,-,
114,2024.09.06,114,EPBot1,EPBot3,EPBot2,EPBot4,3H N +1,170,0.00%,5CX EW-3,500,-8,02,-,
115,2024.09.06,115,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,00,-,
116,2024.09.06,116,EPBot1,EPBot3,EPBot2,EPBot4,6S S +1,1460,0.00%,7N NS,2220,-13,04,-,
117,2024.09.06,117,EPBot1,EPBot3,EPBot2,EPBot4,3S E +1,-170,0.00%,4S EW,-420,6,13,-,
118,2024.09.06,118,EPBot1,EPBot3,EPBot2,EPBot4,5H N =,450,0.00%,4H NS+1,450,0,00,-,
119,2024.09.06,119,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,4SX EW-2,500,-12,06,-,
120,2024.09.06,120,EPBot1,EPBot3,EPBot2,EPBot4,4H E -1,50,0.00%,3H EW,-140,5,17,-,
121,2024.09.06,121,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,480,0.00%,6S NS,980,-11,03,-,
122,2024.09.06,122,EPBot1,EPBot3,EPBot2,EPBot4,3S S -1,-100,0.00%,5C E,-600,11,13,-,
123,2024.09.06,123,EPBot1,EPBot3,EPBot2,EPBot4,4S N +1,450,0.00%,4S NS+1,450,0,00,-,
124,2024.09.06,124,EPBot1,EPBot3,EPBot2,EPBot4,7N S =,2220,0.00%,7N NS,2220,0,00,-,
125,2024.09.06,125,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,00,-,
126,2024.09.06,126,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,3N N+2,460,0,05,-,
127,2024.09.06,127,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-100,0.00%,4S EW,-420,8,13,-,
128,2024.09.06,128,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,480,0.00%,6H NS,980,-11,03,-,
129,2024.09.06,129,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,420,0.00%,4S NS,420,0,00,-,
130,2024.09.06,130,EPBot1,EPBot3,EPBot2,EPBot4,3SX S -2,-500,0.00%,2H EW+1,-140,-8,07,-,
131,2024.09.06,131,EPBot1,EPBot3,EPBot2,EPBot4,3H N =,140,0.00%,3H NS,140,0,00,-,
132,2024.09.06,132,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,00,-,
133,2024.09.06,133,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,5DX EW-2,300,8,19,-,
134,2024.09.06,134,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,4H NS+1,450,0,00,-,
135,2024.09.06,135,EPBot1,EPBot3,EPBot2,EPBot4,3C E =,-110,0.00%,5CX EW-2,500,-12,02,-,
136,2024.09.06,136,EPBot1,EPBot3,EPBot2,EPBot4,3H S -2,-100,0.00%,2S EW+1,-140,1,21,-,
137,2024.09.06,137,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,420,0.00%,4S NS,420,0,00,-,
138,2024.09.06,138,EPBot1,EPBot3,EPBot2,EPBot4,3H S =,140,0.00%,3S EW,-140,7,12,-,
139,2024.09.06,139,EPBot1,EPBot3,EPBot2,EPBot4,6H N -1,-50,0.00%,4H NS+1,450,-11,06,-,
140,2024.09.06,140,EPBot1,EPBot3,EPBot2,EPBot4,3S S =,140,0.00%,4SX NS-1,-200,8,13,-,
141,2024.09.06,141,EPBot1,EPBot3,EPBot2,EPBot4,4H N -1,-100,0.00%,1H NS+2,140,-6,06,-,
142,2024.09.06,142,EPBot1,EPBot3,EPBot2,EPBot4,3S S -2,-100,0.00%,4DX NS-1,-100,0,21,-,
143,2024.09.06,143,EPBot1,EPBot3,EPBot2,EPBot4,4SXX S +1,1480,0.00%,7CX EW-5,1100,9,22,-,
144,2024.09.06,144,EPBot1,EPBot3,EPBot2,EPBot4,3H N =,140,0.00%,2H NS+1,140,0,00,-,
145,2024.09.06,145,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,3N NS+1,430,0,05,-,
146,2024.09.06,146,EPBot1,EPBot3,EPBot2,EPBot4,3H N +1,170,0.00%,4H NS,620,-10,02,-,
147,2024.09.06,147,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,4H NS+1,450,0,00,-,
148,2024.09.06,148,EPBot1,EPBot3,EPBot2,EPBot4,3S N =,140,0.00%,4C EW,-130,7,12,-,
149,2024.09.06,149,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,00,-,
150,2024.09.06,150,EPBot1,EPBot3,EPBot2,EPBot4,4H S -1,-50,0.00%,3N S,400,-10,06,-,
151,2024.09.06,151,EPBot1,EPBot3,EPBot2,EPBot4,6H N +1,1460,0.00%,7H NS,2210,-13,04,-,
152,2024.09.06,152,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,3N NS+2,460,0,05,-,
153,2024.09.06,153,EPBot1,EPBot3,EPBot2,EPBot4,7N S =,1520,0.00%,7N NS,1520,0,00,-,
154,2024.09.06,154,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,4SX EW-1,200,9,19,-,
155,2024.09.06,155,EPBot1,EPBot3,EPBot2,EPBot4,3S N +1,170,0.00%,5DX EW-2,300,-4,02,-,
156,2024.09.06,156,EPBot1,EPBot3,EPBot2,EPBot4,2S S -1,-100,0.00%,1N EW+1,-120,1,21,-,
157,2024.09.06,157,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,620,0.00%,4H S+1,650,-1,09,-,
158,2024.09.06,158,EPBot1,EPBot3,EPBot2,EPBot4,3S S -1,-50,0.00%,4SX NS-2,-300,6,13,-,
159,2024.09.06,159,EPBot1,EPBot3,EPBot2,EPBot4,5H N =,650,0.00%,3N N+2,660,0,05,-,
160,2024.09.06,160,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,450,0.00%,6H S,980,-11,03,-,
161,2024.09.06,161,EPBot1,EPBot3,EPBot2,EPBot4,3S S +1,170,0.00%,5HX EW-2,300,-4,02,-,
162,2024.09.06,162,EPBot1,EPBot3,EPBot2,EPBot4,2S S +2,170,0.00%,5CX EW-3,500,-8,02,-,
163,2024.09.06,163,EPBot1,EPBot3,EPBot2,EPBot4,3S E =,-140,0.00%,4HX NS-1,-100,-1,08,-,
164,2024.09.06,164,EPBot1,EPBot3,EPBot2,EPBot4,3H N =,140,0.00%,3H NS,140,0,00,-,
165,2024.09.06,165,EPBot1,EPBot3,EPBot2,EPBot4,4S N +1,650,0.00%,6CX E-3,500,4,19,-,
166,2024.09.06,166,EPBot1,EPBot3,EPBot2,EPBot4,3SX S -3,-500,0.00%,3N E+1,-630,4,13,-,
167,2024.09.06,167,EPBot1,EPBot3,EPBot2,EPBot4,3H S -2,-200,0.00%,4S EW+1,-650,10,13,-,
