#,Date,Board,North,South,East,West,EPBot1 Result,EPBot1 Score, IMPs  or MPs,Par Result, EPBot1  Par Score,Vs. Par,DD Bidding,DD Play,
167,2024.09.27,167,EPBot1,EPBot3,EPBot2,EPBot4,2S S -1,-100,0.00%,3N S,600,-12,We missed game,-2,
168,2024.09.27,168,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4D EW,-130,11,They missed double,+3,
169,2024.09.27,169,EPBot1,EPBot3,EPBot2,EPBot4,6H S =,980,0.00%,4H NS+1,450,11,We overbid - undoubled,+1,
170,2024.09.27,170,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,3N NS,600,-12,Par was bid,-1,
171,2024.09.27,171,EPBot1,EPBot3,EPBot2,EPBot4,2H W +1,-140,0.00%,3DX NS-1,-100,-1,We missed sacrifice,-1,
172,2024.09.27,172,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,4H NS,620,-11,We missed game,-2,
173,2024.09.27,173,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS+1,650,0,Par was bid,-,
174,2024.09.27,174,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2N E,-120,2,They missed double,+1,
175,2024.09.27,175,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,1N EW+1,-120,1,We overbid - undoubled,+1,
176,2024.09.27,176,EPBot1,EPBot3,EPBot2,EPBot4,2H W -4,400,0.00%,3N NS+1,430,-1,We missed double,+1,
177,2024.09.27,177,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2H EW+1,-140,3,They missed partial,-,
178,2024.09.27,178,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,1N NS+1,120,0,Par was bid,-,
179,2024.09.27,179,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,6N NS,990,-11,We missed small slam,-2,
180,2024.09.27,180,EPBot1,EPBot3,EPBot2,EPBot4,2D W +3,-150,0.00%,5D EW,-600,10,They missed game,-,
181,2024.09.27,181,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,4S NS,620,-1,We missed game,+2,
182,2024.09.27,182,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,420,0.00%,3N S,400,1,We overbid - undoubled,+1,
183,2024.09.27,183,EPBot1,EPBot3,EPBot2,EPBot4,4S S =,620,0.00%,4S NS,620,0,Par was bid,-,
184,2024.09.27,184,EPBot1,EPBot3,EPBot2,EPBot4,3D S +1,130,0.00%,5CX EW-1,100,1,They missed partial,-,
185,2024.09.27,185,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+2,460,-1,Par was bid,-1,
186,2024.09.27,186,EPBot1,EPBot3,EPBot2,EPBot4,2S W -3,300,0.00%,2D EW,-90,9,They overbid - undoubled,+1,
187,2024.09.27,187,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,3N NS+2,460,0,Par was bid,-,
188,2024.09.27,188,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,650,0.00%,4N NS+1,660,0,We missed best contract,-,
189,2024.09.27,189,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N NS,90,0,Par was bid,-,
190,2024.09.27,190,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,480,0.00%,6N NS,990,-11,We missed small slam,+2,
191,2024.09.27,191,EPBot1,EPBot3,EPBot2,EPBot4,2N S +1,150,0.00%,1H NS+2,140,0,We missed best contract,+1,
192,2024.09.27,192,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,4S EW,-620,11,They missed game,+2,
193,2024.09.27,193,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
194,2024.09.27,194,EPBot1,EPBot3,EPBot2,EPBot4,4SX W -1,100,0.00%,4S EW,-420,11,We doubled making contract,+1,
195,2024.09.27,195,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,3H EW,-140,3,They missed double,+1,
196,2024.09.27,196,EPBot1,EPBot3,EPBot2,EPBot4,2H S +2,170,0.00%,2H NS+1,140,1,Par was bid,+1,
197,2024.09.27,197,EPBot1,EPBot3,EPBot2,EPBot4,2D S -1,-100,0.00%,2H EW,-110,0,They missed double,-,
198,2024.09.27,198,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1H NS+2,140,-2,We missed best contract,-1,
199,2024.09.27,199,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4S NS+1,650,-1,We missed best contract,-,
200,2024.09.27,200,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
201,2024.09.27,201,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
202,2024.09.27,202,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,2N S,120,11,We overbid - undoubled,+2,
203,2024.09.27,203,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,1N NS+1,120,0,Par was bid,-,
204,2024.09.27,204,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-200,0.00%,3D NS,110,-7,We missed best contract,-2,
205,2024.09.27,205,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,3N NS+2,660,0,Par was bid,-,
206,2024.09.27,206,EPBot1,EPBot3,EPBot2,EPBot4,3H W +1,-170,0.00%,4H EW,-420,6,They missed game,-,
207,2024.09.27,207,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,3C E,-110,5,We missed partial,+2,
208,2024.09.27,208,EPBot1,EPBot3,EPBot2,EPBot4,4S N =,420,0.00%,4H NS,420,0,Par was bid,-,
209,2024.09.27,209,EPBot1,EPBot3,EPBot2,EPBot4,2SX N =,470,0.00%,2H S,110,8,We overbid - doubled,+1,
210,2024.09.27,210,EPBot1,EPBot3,EPBot2,EPBot4,1D S -2,-200,0.00%,3SX EW-1,100,-7,We missed best contract,-3,
211,2024.09.27,211,EPBot1,EPBot3,EPBot2,EPBot4,5HX S -2,-300,0.00%,2NX NS-1,-100,-5,We overbid - doubled,+1,
212,2024.09.27,212,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,3N NS+1,630,-11,We missed game,-3,
213,2024.09.27,213,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,3N NS,600,-10,We missed game,-1,
214,2024.09.27,214,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2C EW,-90,5,They missed partial,-,
215,2024.09.27,215,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,5DX EW-1,200,9,They missed sacrifice,-,
216,2024.09.27,216,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS+1,430,-1,Par was bid,-1,
217,2024.09.27,217,EPBot1,EPBot3,EPBot2,EPBot4,5C N =,400,0.00%,3NX NS-1,-100,11,They missed double,+2,
218,2024.09.27,218,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,4CX E-2,500,4,We overbid - undoubled,+2,
219,2024.09.27,219,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6N NS,990,-11,We missed small slam,-1,
220,2024.09.27,220,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,1440,0.00%,3N NS+2,660,13,We overbid - undoubled,+1,
221,2024.09.27,221,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N S,600,0,Par was bid,-,
222,2024.09.27,222,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3S NS,140,6,We overbid - undoubled,+1,
223,2024.09.27,223,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,1N NS,90,0,Par was bid,-,
224,2024.09.27,224,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,4S NS+1,450,0,Par was bid,-,
225,2024.09.27,225,EPBot1,EPBot3,EPBot2,EPBot4,2H E -3,150,0.00%,2N NS,120,1,They missed sacrifice,-,
226,2024.09.27,226,EPBot1,EPBot3,EPBot2,EPBot4,2H E =,-110,0.00%,3C NS+1,130,-6,We missed partial,-1,
227,2024.09.27,227,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
228,2024.09.27,228,EPBot1,EPBot3,EPBot2,EPBot4,3D S +1,130,0.00%,3D NS+1,130,0,Par was bid,-,
229,2024.09.27,229,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3H NS,140,10,We overbid - undoubled,+1,
230,2024.09.27,230,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS+1,430,-1,Par was bid,-1,
231,2024.09.27,231,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+1,630,0,Par was bid,-,
232,2024.09.27,232,EPBot1,EPBot3,EPBot2,EPBot4,5S S +1,480,0.00%,6N S,990,-11,We missed small slam,-,
233,2024.09.27,233,EPBot1,EPBot3,EPBot2,EPBot4,2H S +2,170,0.00%,4H N,420,-6,We missed game,+1,
234,2024.09.27,234,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,4H NS+1,650,-1,We missed game,+2,
235,2024.09.27,235,EPBot1,EPBot3,EPBot2,EPBot4,6S S +1,1010,0.00%,7S NS,1510,-11,We missed grand slam,-,
236,2024.09.27,236,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,3SX EW-1,100,11,We overbid - undoubled,+2,
237,2024.09.27,237,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS+1,630,-1,Par was bid,-1,
238,2024.09.27,238,EPBot1,EPBot3,EPBot2,EPBot4,4C S +1,150,0.00%,5SX EW-2,300,-4,We missed game,-,
239,2024.09.27,239,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N N+1,630,0,We wrong-side contract,+1,
240,2024.09.27,240,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2S EW,-110,2,They missed partial,-,
241,2024.09.27,241,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,1S NS+1,110,0,We overbid - undoubled,+1,
242,2024.09.27,242,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,4H NS,620,1,Par was bid,+1,
243,2024.09.27,243,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,3N NS,400,-7,We missed game,-2,
244,2024.09.27,244,EPBot1,EPBot3,EPBot2,EPBot4,6S S =,1430,0.00%,7S NS,2210,-13,We missed grand slam,-1,
245,2024.09.27,245,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,6N S,1440,-13,We missed small slam,+1,
246,2024.09.27,246,EPBot1,EPBot3,EPBot2,EPBot4,3C S =,110,0.00%,3N NS,400,-7,We missed game,-,
247,2024.09.27,247,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,660,0.00%,6N NS,1440,-13,We missed small slam,-1,
248,2024.09.27,248,EPBot1,EPBot3,EPBot2,EPBot4,3N S +2,460,0.00%,6N NS,990,-11,We missed small slam,-1,
249,2024.09.27,249,EPBot1,EPBot3,EPBot2,EPBot4,1N S -2,-100,0.00%,2C EW+2,-130,1,They missed double,-,
250,2024.09.27,250,EPBot1,EPBot3,EPBot2,EPBot4,1N S +2,150,0.00%,3N NS+1,630,-10,We missed game,-1,
251,2024.09.27,251,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,2H NS+1,140,-5,We missed partial,-,
252,2024.09.27,252,EPBot1,EPBot3,EPBot2,EPBot4,4S S +2,680,0.00%,4S NS+1,650,1,Par was bid,+1,
253,2024.09.27,253,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N S,600,0,Par was bid,-,
254,2024.09.27,254,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,3N NS+2,460,0,We missed best contract,-,
255,2024.09.27,255,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4SX EW-2,300,8,They missed sacrifice,-,
256,2024.09.27,256,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,430,0.00%,3N NS+1,430,0,Par was bid,-,
257,2024.09.27,257,EPBot1,EPBot3,EPBot2,EPBot4,3C N -1,-50,0.00%,3C NS,110,-4,Par was bid,-1,
258,2024.09.27,258,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N S+2,660,-1,Par was bid,-1,
259,2024.09.27,259,EPBot1,EPBot3,EPBot2,EPBot4,3C S +1,130,0.00%,1N NS+1,120,0,We missed best contract,+1,
260,2024.09.27,260,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,2N NS,120,0,They missed partial,-,
261,2024.09.27,261,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,3N E+1,-430,8,They missed double,+3,
262,2024.09.27,262,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2S EW,-110,2,They missed double,+1,
263,2024.09.27,263,EPBot1,EPBot3,EPBot2,EPBot4,3D E +1,-130,0.00%,3D EW+1,-130,0,Par was bid,-,
264,2024.09.27,264,EPBot1,EPBot3,EPBot2,EPBot4,5D S =,400,0.00%,4H NS,420,-1,We missed best contract,-,
265,2024.09.27,265,EPBot1,EPBot3,EPBot2,EPBot4,3H S +1,170,0.00%,4D EW,-130,7,They missed partial,+2,
266,2024.09.27,266,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
267,2024.09.27,267,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS,420,1,Par was bid,+1,
268,2024.09.27,268,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,3H EW,-140,1,They missed partial,-2,
269,2024.09.27,269,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
270,2024.09.27,270,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,3N NS,400,-7,We missed game,-1,
271,2024.09.27,271,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,3N NS+2,660,0,We missed best contract,-,
272,2024.09.27,272,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,4S NS,420,-7,We missed game,-,
273,2024.09.27,273,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,480,0.00%,4H NS+1,450,1,Par was bid,+1,
274,2024.09.27,274,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+2,660,-1,Par was bid,-1,
275,2024.09.27,275,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS,400,0,Par was bid,-,
276,2024.09.27,276,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,4SX NS-2,-500,11,They missed game,+2,
277,2024.09.27,277,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,2H EW,-110,0,They missed double,-,
278,2024.09.27,278,EPBot1,EPBot3,EPBot2,EPBot4,3S S -1,-50,0.00%,3SX NS-1,-100,2,They missed double,-,
279,2024.09.27,279,EPBot1,EPBot3,EPBot2,EPBot4,1N S -3,-300,0.00%,2H EW+1,-140,-4,We missed partial,-,
280,2024.09.27,280,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N NS+1,430,-1,Par was bid,-1,
281,2024.09.27,281,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
282,2024.09.27,282,EPBot1,EPBot3,EPBot2,EPBot4,4S S -1,-100,0.00%,4S NS,620,-12,Par was bid,-1,
283,2024.09.27,283,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,4H NS,420,-1,We missed game,+1,
284,2024.09.27,284,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS+2,660,-2,Par was bid,-2,
285,2024.09.27,285,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,6N NS,1440,-13,We missed small slam,-2,
286,2024.09.27,286,EPBot1,EPBot3,EPBot2,EPBot4,4S W =,-420,0.00%,5CX NS-2,-300,-3,We missed sacrifice,-,
287,2024.09.27,287,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,650,0.00%,3N S+1,630,1,We missed best contract,+1,
288,2024.09.27,288,EPBot1,EPBot3,EPBot2,EPBot4,6S S =,980,0.00%,7S NS,1510,-11,We missed grand slam,-1,
289,2024.09.27,289,EPBot1,EPBot3,EPBot2,EPBot4,2H S +1,140,0.00%,2NX NS-1,-100,6,They missed partial,+1,
290,2024.09.27,290,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,3N NS+2,660,-1,Par was bid,-1,
291,2024.09.27,291,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1N NS+1,120,0,Par was bid,-,
292,2024.09.27,292,EPBot1,EPBot3,EPBot2,EPBot4,2H S +1,140,0.00%,1D EW+3,-130,7,We overbid - undoubled,+3,
293,2024.09.27,293,EPBot1,EPBot3,EPBot2,EPBot4,2D E +1,-110,0.00%,3N EW,-400,7,They missed game,+1,
294,2024.09.27,294,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,2S NS,110,-4,We missed partial,+1,
295,2024.09.27,295,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,1H NS+2,140,-6,We overbid - undoubled,+1,
296,2024.09.27,296,EPBot1,EPBot3,EPBot2,EPBot4,2S S +2,170,0.00%,3N NS+2,460,-7,We missed game,-1,
297,2024.09.27,297,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,3N S,400,0,Par was bid,-,
298,2024.09.27,298,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-100,0.00%,3N NS,600,-12,Par was bid,-1,
299,2024.09.27,299,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-50,0.00%,1N EW+1,-120,2,They missed double,+1,
300,2024.09.27,300,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,1440,0.00%,7N NS,2220,-13,We missed grand slam,-1,
301,2024.09.27,301,EPBot1,EPBot3,EPBot2,EPBot4,3N S +1,630,0.00%,2C NS+1,110,11,We overbid - undoubled,+5,
302,2024.09.27,302,EPBot1,EPBot3,EPBot2,EPBot4,4H N =,420,0.00%,4H NS,420,0,Par was bid,-,
303,2024.09.27,303,EPBot1,EPBot3,EPBot2,EPBot4,6S N -1,-100,0.00%,3N NS+2,660,-13,We overbid - undoubled,-,
304,2024.09.27,304,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,400,0.00%,2H NS+1,140,6,We missed partial,+1,
305,2024.09.27,305,EPBot1,EPBot3,EPBot2,EPBot4,4S S +1,450,0.00%,6S NS,980,-11,We missed small slam,-1,
306,2024.09.27,306,EPBot1,EPBot3,EPBot2,EPBot4,2D W =,-90,0.00%,2N NS,120,-5,We missed partial,-1,
307,2024.09.27,307,EPBot1,EPBot3,EPBot2,EPBot4,6S S -1,-50,0.00%,4S NS,420,-10,We overbid - undoubled,+1,
308,2024.09.27,308,EPBot1,EPBot3,EPBot2,EPBot4,2N S =,120,0.00%,3S EW,-140,6,We missed partial,+2,
309,2024.09.27,309,EPBot1,EPBot3,EPBot2,EPBot4,3S W +1,-170,0.00%,4S EW,-420,6,They missed game,-,
310,2024.09.27,310,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,1N NS+1,120,-5,We overbid - undoubled,-,
311,2024.09.27,311,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1N NS+1,120,0,Par was bid,-,
312,2024.09.27,312,EPBot1,EPBot3,EPBot2,EPBot4,3N S -1,-50,0.00%,5D NS,400,-10,We missed game,-,
313,2024.09.27,313,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,4H NS,420,-7,We missed game,-1,
314,2024.09.27,314,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,1S EW+2,-140,1,We overbid - undoubled,+1,
315,2024.09.27,315,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,1N NS,90,1,Par was bid,+1,
316,2024.09.27,316,EPBot1,EPBot3,EPBot2,EPBot4,1N S =,90,0.00%,2S NS,110,-1,We missed best contract,-,
317,2024.09.27,317,EPBot1,EPBot3,EPBot2,EPBot4,1N S +1,120,0.00%,2H EW+1,-140,6,They missed double,+2,
318,2024.09.27,318,EPBot1,EPBot3,EPBot2,EPBot4,3H N -2,-100,0.00%,2S EW+1,-140,1,They missed double,-,
319,2024.09.27,319,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,2S EW,-110,0,They missed partial,-1,
320,2024.09.27,320,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS+1,450,-1,Par was bid,-1,
321,2024.09.27,321,EPBot1,EPBot3,EPBot2,EPBot4,2H W +1,-140,0.00%,2SX NS-1,-100,-1,We missed sacrifice,-1,
322,2024.09.27,322,EPBot1,EPBot3,EPBot2,EPBot4,4H S +2,680,0.00%,4H NS+1,650,1,Par was bid,+1,
323,2024.09.27,323,EPBot1,EPBot3,EPBot2,EPBot4,3D N -1,-50,0.00%,1N EW,-90,1,We overbid - undoubled,+1,
324,2024.09.27,324,EPBot1,EPBot3,EPBot2,EPBot4,6N S =,1440,0.00%,6N NS,1440,0,Par was bid,-,
325,2024.09.27,325,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,620,0.00%,4H NS,620,0,Par was bid,-,
326,2024.09.27,326,EPBot1,EPBot3,EPBot2,EPBot4,4H S +1,450,0.00%,4H NS+1,450,0,Par was bid,-,
327,2024.09.27,327,EPBot1,EPBot3,EPBot2,EPBot4,6S S =,1430,0.00%,7N NS,2220,-13,We missed grand slam,-1,
328,2024.09.27,328,EPBot1,EPBot3,EPBot2,EPBot4,4H S =,420,0.00%,4H NS,420,0,Par was bid,-,
329,2024.09.27,329,EPBot1,EPBot3,EPBot2,EPBot4,3H N +1,170,0.00%,4H NS,420,-6,We missed game,-,
330,2024.09.27,330,EPBot1,EPBot3,EPBot2,EPBot4,1N S -1,-100,0.00%,1H EW+1,-110,0,They missed double,-,
331,2024.09.27,331,EPBot1,EPBot3,EPBot2,EPBot4,3S S -1,-50,0.00%,1H NS+2,140,-5,Par was bid,-1,
332,2024.09.27,332,EPBot1,EPBot3,EPBot2,EPBot4,4H N +1,650,0.00%,5SX EW-1,100,11,They missed game,-,
333,2024.09.27,333,EPBot1,EPBot3,EPBot2,EPBot4,3N S =,600,0.00%,3N NS,600,0,Par was bid,-,
